,testing_strategy,noise_level,mean_score,std_dev,n_reps,se,ci_lower,ci_upper
15,1_RiskyQLearner,0.25,2.0319666666666665,0.008186157140214216,10.0,0.0025886901847127284,2.0261106426229083,2.0378226907104247
16,1_RiskyQLearner,0.3,2.074733333333333,0.009557952613497718,10.0,0.003022490002661181,2.0678959859241584,2.081570680742508
17,1_RiskyQLearner,0.35,2.1197388888888886,0.009208492308182045,10.0,0.0029119809509996434,2.11315153032249,2.126326247455287
18,1_RiskyQLearner,0.4,2.169377777777778,0.012849578195721212,10.0,0.00406339340709159,2.1601857432764318,2.1785698122791244
19,1_RiskyQLearner,0.45,2.208744444444444,0.011701804815482305,10.0,0.0037004355951650455,2.2003734775571613,2.217115411331727
20,2_APavlov2011,0.0,2.451222222222222,4.681111291435602e-16,10.0,1.4802973661668753e-16,2.4512222222222215,2.4512222222222224
21,2_APavlov2011,0.05,1.9894055555555554,0.023916565219669866,10.0,0.007563081990212206,1.9722966754581441,2.0065144356529667
22,2_APavlov2011,0.1,2.123288888888889,0.01596566532080031,10.0,0.005048786677369184,2.1118677399429555,2.134710037834822
23,2_APavlov2011,0.15,2.1939,0.00949221036498704,10.0,0.0030017004782817254,2.187109681762313,2.2006903182376876
24,2_APavlov2011,0.2,2.226961111111111,0.018122223546865785,10.0,0.005730750267483104,2.213997253344996,2.2399249688772263
25,2_APavlov2011,0.25,2.2576222222222224,0.014189241272923576,10.0,0.004487032069210536,2.247471850486902,2.267772593957543
26,2_APavlov2011,0.3,2.261566666666666,0.016793055753386556,10.0,0.005310430505489638,2.2495536382608337,2.2735796950724985
27,2_APavlov2011,0.35,2.2728277777777772,0.01266984609219858,10.0,0.004006557125513121,2.2637643158779137,2.2818912396776407
28,2_APavlov2011,0.4,2.2700944444444446,0.012256267118346788,10.0,0.0038757719705404324,2.2613268391196972,2.278862049769192
29,2_APavlov2011,0.45,2.2613444444444446,0.014149864158101589,10.0,0.00447457993215819,2.25122224140015,2.2714666474887393
30,3_ContriteTitForTat,0.0,2.555388888888889,0.0,10.0,0.0,2.555388888888889,2.555388888888889
31,3_ContriteTitForTat,0.05,2.343844444444444,0.0159704330720957,10.0,0.005050294372710249,2.332419884854696,2.3552690040341924
32,3_ContriteTitForTat,0.1,2.3158833333333333,0.014117002026907473,10.0,0.004464188013824123,2.3057846384415335,2.325982028225133
33,3_ContriteTitForTat,0.15,2.287172222222222,0.007129098104285106,10.0,0.002254418767232953,2.282072372659853,2.292272071784591
34,3_ContriteTitForTat,0.2,2.268538888888889,0.008644441667459665,10.0,0.002733612476963639,2.2623550278436584,2.27472274993412
