,testing_strategy,noise_level,mean_score,std_dev,n_reps,se,ci_lower,ci_upper
0,0_DBS,0.0,0.2080111111111111,0.011630592375814132,5.0,0.005201359034182236,0.19356982328027947,0.22245239894194271
1,0_DBS,0.05,0.10396666666666668,0.016241550509817803,5.0,0.007263442199989794,0.08380011812361789,0.12413321520971547
2,0_DBS,0.1,0.09022222222222222,0.008640719705964141,5.0,0.0038642473274115626,0.07949335164475671,0.10095109279968772
3,0_DBS,0.15,0.07725555555555555,0.009295193235428219,5.0,0.00415693678768274,0.06571404875877715,0.08879706235233395
4,0_DBS,0.2,0.07253333333333332,0.012539542394233931,5.0,0.005607853840049507,0.056963434988463194,0.08810323167820346
5,0_DBS,0.25,0.06475555555555555,0.010176194685225166,5.0,0.004550932613687109,0.05212014097619895,0.07739097013491215
6,0_DBS,0.3,0.06770000000000001,0.004971616971231994,5.0,0.002223374701153271,0.06152692219396239,0.07387307780603763
7,0_DBS,0.35,0.0687111111111111,0.0037538868745164208,5.0,0.001678789246252588,0.0640500449256944,0.0733721772965278
8,0_DBS,0.4,0.0726888888888889,0.0027895860129160377,5.0,0.0012475407907925732,0.06922516036675827,0.07615261741101953
9,0_DBS,0.45,0.07695555555555555,0.0026452846471027563,5.0,0.0011830072581516609,0.07367100084424691,0.0802401102668642
10,10_JaxFiveStateAgentUtility,0.0,0.22194444444444444,0.03163746216664161,5.0,0.014148703208037683,0.18266134667759182,0.26122754221129707
11,10_JaxFiveStateAgentUtility,0.05,0.1836888888888889,0.020050345583672396,5.0,0.008966787139490834,0.158793096626099,0.2085846811516788
12,10_JaxFiveStateAgentUtility,0.1,0.16823333333333332,0.020209069287858886,5.0,0.009037770537931146,0.1431404595613935,0.19332620710527312
13,10_JaxFiveStateAgentUtility,0.15,0.14656666666666668,0.005966780466533233,5.0,0.0026684253459972433,0.13915793017618688,0.15397540315714647
14,10_JaxFiveStateAgentUtility,0.2,0.12831111111111113,0.0034660166769561753,5.0,0.0015500497801643873,0.1240074829861608,0.13261473923606146
15,10_JaxFiveStateAgentUtility,0.25,0.11634444444444444,0.008302015224638139,5.0,0.003712774078505813,0.10603613102747171,0.12665275786141716
16,10_JaxFiveStateAgentUtility,0.3,0.10658888888888889,0.003857132242457141,5.0,0.0017249619784680734,0.10179962664711889,0.11137815113065888
17,10_JaxFiveStateAgentUtility,0.35,0.09687777777777777,0.0023555162470514715,5.0,0.0010534188901024557,0.09395301805662991,0.09980253749892563
18,10_JaxFiveStateAgentUtility,0.4,0.09094444444444445,0.0027827732858595943,5.0,0.0012444940466305014,0.08748917504022939,0.09439971384865951
19,10_JaxFiveStateAgentUtility,0.45,0.08726666666666667,0.0013376088856105071,5.0,0.0005981968791065668,0.08560580586972664,0.0889275274636067
20,11_JaxFiveStateAgent,0.0,0.11015555555555553,0.006151808927983683,5.0,0.0027511725895123245,0.10251707588584968,0.11779403522526138
21,11_JaxFiveStateAgent,0.05,0.08237777777777777,0.003606920645538226,5.0,0.0016130639505741793,0.07789919426783506,0.08685636128772048
22,11_JaxFiveStateAgent,0.1,0.06565555555555555,0.009809796061357855,5.0,0.004387074167721172,0.05347508495644639,0.0778360261546647
23,11_JaxFiveStateAgent,0.15,0.060144444444444445,0.005232495804649918,5.0,0.002340043262235935,0.05364744278305839,0.06664144610583049
24,11_JaxFiveStateAgent,0.2,0.0581,0.006429748569475067,5.0,0.0028754709759156558,0.05011641268378064,0.06608358731621936
25,11_JaxFiveStateAgent,0.25,0.061399999999999996,0.0028467547041638457,5.0,0.0012731074067555324,0.05786528717212253,0.06493471282787745
26,11_JaxFiveStateAgent,0.3,0.06325555555555555,0.0023480356907292312,5.0,0.0010500734836132468,0.060340084171879554,0.06617102693923155
27,11_JaxFiveStateAgent,0.35,0.06982222222222222,0.0021021006542251554,5.0,0.0009400879916788455,0.06721211951927025,0.07243232492517418
