agent_type,noise,pB_scale,pB_lr,coop_bias,gamma,alpha,policy_len,update_interval,preferences,noisy_A,mean_score,mean_cooperation_rate,mean_rank
Joint,0.0,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,1747.15,0.42568055555555556,15.0
Joint,0.0,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1757.6125,0.5807222222222223,15.0
Joint,0.0,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,1611.0125,0.3861527777777778,15.75
Joint,0.0,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,1725.9625,0.5812638888888889,15.25
Joint,0.0,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,1784.125,0.5924027777777778,15.0
Joint,0.05,1.0,0.5,0.5,0.6,0.3,1,10,nash,True,1795.1625,0.5195555555555555,11.25
Joint,0.05,1.0,0.5,0.5,0.6,0.6,5,100,standard,True,1837.475,0.4858611111111111,9.75
Joint,0.05,1.0,0.5,0.75,0.3,0.6,10,10,nash,False,1818.425,0.5438472222222223,10.5
Joint,0.05,1.0,0.5,0.75,0.3,1.0,10,50,nash,True,1835.9375,0.5698055555555556,10.75
Joint,0.05,1.0,1.0,0.25,0.6,0.6,5,100,nash,False,1871.0125,0.5905,9.25
Joint,0.05,1.0,1.0,0.25,1.0,1.0,10,50,nash,False,1982.5375,0.6728888888888889,6.5
Joint,0.05,1.0,1.0,0.5,0.3,0.3,1,100,nash,False,1769.7125,0.5114166666666666,12.25
Joint,0.05,1.0,1.0,0.5,1.0,0.3,1,50,nash,False,1797.35,0.5347361111111111,12.75
Joint,0.05,1.0,1.0,0.5,1.0,0.3,5,100,nash,False,1875.4875,0.5889166666666668,9.75
Joint,0.05,1.0,1.0,0.5,1.0,1.0,1,10,standard,True,1695.1125,0.3119722222222222,14.0
Joint,0.05,1.0,1.0,0.75,0.3,0.3,10,100,nash,True,1792.7625,0.5171388888888888,12.0
Joint,0.05,1.0,1.5,0.25,0.3,1.0,10,50,standard,False,1826.275,0.48554166666666665,10.5
Joint,0.05,1.0,1.5,0.75,0.3,1.0,1,10,standard,True,1726.35,0.4504722222222222,14.75
Joint,0.05,10.0,0.5,0.25,1.0,0.3,5,50,nash,True,1824.025,0.5466944444444444,11.75
Joint,0.05,10.0,0.5,0.5,0.3,0.3,5,50,standard,False,1763.1625,0.4954305555555556,13.5
Joint,0.05,10.0,0.5,0.5,0.6,1.0,5,10,standard,True,1762.375,0.4658333333333333,12.5
Joint,0.05,10.0,0.5,0.75,0.3,0.3,5,50,nash,True,1801.6625,0.5188472222222222,11.75
Joint,0.05,10.0,0.5,0.75,0.3,0.6,1,100,nash,False,1758.4375,0.529,13.75
Joint,0.05,10.0,0.5,0.75,0.6,0.6,10,10,standard,False,1815.825,0.5129583333333333,11.0
Joint,0.05,10.0,0.5,0.75,1.0,0.3,10,50,nash,False,1843.075,0.5903333333333334,10.0
Joint,0.05,10.0,0.5,0.75,1.0,0.3,10,100,nash,True,1830.3625,0.5690555555555555,10.25
Joint,0.05,10.0,1.0,0.5,0.6,0.3,5,10,standard,False,1811.3375,0.49015277777777777,12.25
Joint,0.05,10.0,1.0,0.5,0.6,0.6,5,50,nash,True,1879.3125,0.5750555555555555,9.75
Joint,0.05,10.0,1.0,0.75,0.3,0.3,5,50,nash,True,1801.6625,0.5188472222222222,11.75
Joint,0.05,10.0,1.0,0.75,0.6,1.0,10,10,standard,False,1821.8875,0.514625,10.5
Joint,0.05,10.0,1.0,0.75,1.0,0.6,5,10,nash,False,1917.95,0.6567638888888889,8.25
Joint,0.05,10.0,1.5,0.75,0.6,0.3,5,50,nash,False,1792.9125,0.5498611111111111,12.25
Joint,0.05,10.0,1.5,0.75,1.0,1.0,10,10,standard,True,1915.5375,0.5359027777777778,8.0
Joint,0.05,100.0,0.5,0.25,0.3,0.6,5,10,standard,False,1749.8,0.43056944444444445,13.75
Joint,0.05,100.0,0.5,0.25,0.3,1.0,5,100,standard,False,1706.9125,0.38816666666666666,13.75
Joint,0.05,100.0,0.5,0.25,0.6,0.6,1,10,standard,False,1672.3874999999998,0.3537638888888889,14.75
Joint,0.05,100.0,0.5,0.25,1.0,0.3,5,50,standard,False,1709.2375000000002,0.3913055555555556,13.75
Joint,0.05,100.0,0.5,0.5,0.3,0.6,1,100,standard,False,1754.85,0.46144444444444443,14.0
Joint,0.05,100.0,0.5,0.5,0.3,0.6,10,100,nash,False,1770.2625,0.5382638888888889,13.5
Joint,0.05,100.0,0.5,0.5,0.3,0.6,10,100,standard,True,1778.9125,0.47134722222222225,13.0
Joint,0.05,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,1748.725,0.43018055555555557,13.75
Joint,0.05,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1788.1125,0.5690277777777777,13.0
Joint,0.05,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,1717.875,0.38398611111111114,14.5
Joint,0.05,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,1743.1,0.5752638888888889,14.75
Joint,0.05,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,1799.6875,0.5792083333333333,12.75
Joint,0.1,1.0,0.5,0.5,0.6,0.3,1,10,nash,True,1827.0625,0.51925,12.5
Joint,0.1,1.0,0.5,0.5,0.6,0.6,5,100,standard,True,1814.0,0.4776666666666667,13.5
Joint,0.1,1.0,0.5,0.75,0.3,0.6,10,10,nash,False,1869.8875,0.5354444444444444,10.25
Joint,0.1,1.0,0.5,0.75,0.3,1.0,10,50,nash,True,1853.975,0.5511666666666667,11.75
Joint,0.1,1.0,1.0,0.25,0.6,0.6,5,100,nash,False,1891.8125,0.5687083333333334,10.0
Joint,0.1,1.0,1.0,0.25,1.0,1.0,10,50,nash,False,1969.95,0.6455138888888888,5.75
Joint,0.1,1.0,1.0,0.5,0.3,0.3,1,100,nash,False,1829.3,0.5122361111111111,12.75
Joint,0.1,1.0,1.0,0.5,1.0,0.3,1,50,nash,False,1829.3375,0.5343333333333333,12.75
Joint,0.1,1.0,1.0,0.5,1.0,0.3,5,100,nash,False,1896.8125,0.5683611111111111,9.25
Joint,0.1,1.0,1.0,0.5,1.0,1.0,1,10,standard,True,1800.9875,0.3508888888888889,12.5
Joint,0.1,1.0,1.0,0.75,0.3,0.3,10,100,nash,True,1830.725,0.5141805555555555,13.25
Joint,0.1,1.0,1.5,0.25,0.3,1.0,10,50,standard,False,1875.6875,0.47344444444444445,9.5
Joint,0.1,1.0,1.5,0.75,0.3,1.0,1,10,standard,True,1797.3375,0.46570833333333334,14.0
Joint,0.1,10.0,0.5,0.25,1.0,0.3,5,50,nash,True,1857.725,0.5337777777777778,10.75
Joint,0.1,10.0,0.5,0.5,0.3,0.3,5,50,standard,False,1826.65,0.49354166666666666,12.25
Joint,0.1,10.0,0.5,0.5,0.6,1.0,5,10,standard,True,1812.4875,0.4595972222222222,13.5
Joint,0.1,10.0,0.5,0.75,0.3,0.3,5,50,nash,True,1836.5,0.5161527777777778,12.5
Joint,0.1,10.0,0.5,0.75,0.3,0.6,1,100,nash,False,1835.225,0.5292916666666667,12.5
Joint,0.1,10.0,0.5,0.75,0.6,0.6,10,10,standard,False,1866.7625,0.4992777777777778,10.5
Joint,0.1,10.0,0.5,0.75,1.0,0.3,10,50,nash,False,1856.725,0.5709166666666666,11.75
Joint,0.1,10.0,0.5,0.75,1.0,0.3,10,100,nash,True,1852.975,0.5548472222222223,11.75
Joint,0.1,10.0,1.0,0.5,0.6,0.3,5,10,standard,False,1867.8875,0.48691666666666666,10.25
Joint,0.1,10.0,1.0,0.5,0.6,0.6,5,50,nash,True,1874.8125,0.5557777777777778,10.75
Joint,0.1,10.0,1.0,0.75,0.3,0.3,5,50,nash,True,1836.5,0.5161527777777778,12.5
Joint,0.1,10.0,1.0,0.75,0.6,1.0,10,10,standard,False,1881.525,0.49683333333333335,10.25
Joint,0.1,10.0,1.0,0.75,1.0,0.6,5,10,nash,False,1890.225,0.6234027777777778,10.5
Joint,0.1,10.0,1.5,0.75,0.6,0.3,5,50,nash,False,1854.5,0.5423194444444445,11.75
Joint,0.1,10.0,1.5,0.75,1.0,1.0,10,10,standard,True,1901.55,0.5208472222222222,9.0
Joint,0.1,100.0,0.5,0.25,0.3,0.6,5,10,standard,False,1826.75,0.43713888888888885,12.0
Joint,0.1,100.0,0.5,0.25,0.3,1.0,5,100,standard,False,1797.6875,0.39740277777777777,12.5
Joint,0.1,100.0,0.5,0.25,0.6,0.6,1,10,standard,False,1787.45,0.36841666666666667,13.25
Joint,0.1,100.0,0.5,0.25,1.0,0.3,5,50,standard,False,1799.8,0.4003888888888889,12.5
Joint,0.1,100.0,0.5,0.5,0.3,0.6,1,100,standard,False,1827.6375,0.46618055555555554,12.25
Joint,0.1,100.0,0.5,0.5,0.3,0.6,10,100,nash,False,1845.4375,0.5359444444444444,12.0
Joint,0.1,100.0,0.5,0.5,0.3,0.6,10,100,standard,True,1794.05,0.47397222222222224,15.0
Joint,0.1,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,1826.05,0.4363888888888889,12.0
Joint,0.1,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1853.3125,0.5615555555555556,12.0
Joint,0.1,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,1813.475,0.39098611111111115,13.5
Joint,0.1,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,1820.7875,0.571375,14.75
Joint,0.1,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,1846.75,0.5695972222222222,12.5
Joint,0.15,1.0,0.5,0.5,0.6,0.3,1,10,nash,True,1909.825,0.5186111111111111,11.5
Joint,0.15,1.0,0.5,0.5,0.6,0.6,5,100,standard,True,1884.5,0.4744861111111111,13.25
Joint,0.15,1.0,0.5,0.75,0.3,0.6,10,10,nash,False,1928.9,0.53,10.75
Joint,0.15,1.0,0.5,0.75,0.3,1.0,10,50,nash,True,1902.6375,0.5405,12.75
Joint,0.15,1.0,1.0,0.25,0.6,0.6,5,100,nash,False,1938.475,0.5566666666666666,10.5
Joint,0.15,1.0,1.0,0.25,1.0,1.0,10,50,nash,False,1950.75,0.6245277777777778,10.0
Joint,0.15,1.0,1.0,0.5,0.3,0.3,1,100,nash,False,1926.1375,0.512875,11.75
Joint,0.15,1.0,1.0,0.5,1.0,0.3,1,50,nash,False,1915.9,0.5356666666666666,11.25
Joint,0.15,1.0,1.0,0.5,1.0,0.3,5,100,nash,False,1932.2125,0.5543472222222222,10.75
Joint,0.15,1.0,1.0,0.5,1.0,1.0,1,10,standard,True,1872.025,0.3840972222222222,13.25
Joint,0.15,1.0,1.0,0.75,0.3,0.3,10,100,nash,True,1866.5625,0.5116388888888889,15.75
Joint,0.15,1.0,1.5,0.25,0.3,1.0,10,50,standard,False,1906.3875,0.47034722222222225,12.25
Joint,0.15,1.0,1.5,0.75,0.3,1.0,1,10,standard,True,1892.125,0.4802777777777778,14.0
Joint,0.15,10.0,0.5,0.25,1.0,0.3,5,50,nash,True,1896.6125,0.5232916666666667,13.25
Joint,0.15,10.0,0.5,0.5,0.3,0.3,5,50,standard,False,1897.825,0.4935833333333333,13.0
Joint,0.15,10.0,0.5,0.5,0.6,1.0,5,10,standard,True,1874.325,0.4582361111111111,14.0
Joint,0.15,10.0,0.5,0.75,0.3,0.3,5,50,nash,True,1881.475,0.512375,14.25
Joint,0.15,10.0,0.5,0.75,0.3,0.6,1,100,nash,False,1913.225,0.52925,11.5
Joint,0.15,10.0,0.5,0.75,0.6,0.6,10,10,standard,False,1897.45,0.49116666666666664,12.5
Joint,0.15,10.0,0.5,0.75,1.0,0.3,10,50,nash,False,1936.7625,0.5605416666666667,11.5
Joint,0.15,10.0,0.5,0.75,1.0,0.3,10,100,nash,True,1886.8,0.5431527777777778,14.5
Joint,0.15,10.0,1.0,0.5,0.6,0.3,5,10,standard,False,1904.675,0.4856111111111111,12.0
Joint,0.15,10.0,1.0,0.5,0.6,0.6,5,50,nash,True,1886.65,0.5408194444444444,14.0
Joint,0.15,10.0,1.0,0.75,0.3,0.3,5,50,nash,True,1881.475,0.512375,14.25
Joint,0.15,10.0,1.0,0.75,0.6,1.0,10,10,standard,False,1917.5875,0.48415277777777777,12.0
Joint,0.15,10.0,1.0,0.75,1.0,0.6,5,10,nash,False,1928.85,0.6056666666666667,12.5
Joint,0.15,10.0,1.5,0.75,0.6,0.3,5,50,nash,False,1920.8,0.5360694444444445,11.75
Joint,0.15,10.0,1.5,0.75,1.0,1.0,10,10,standard,True,1934.5875,0.5161388888888889,10.25
Joint,0.15,100.0,0.5,0.25,0.3,0.6,5,10,standard,False,1887.075,0.44456944444444446,13.25
Joint,0.15,100.0,0.5,0.25,0.3,1.0,5,100,standard,False,1873.1125,0.40875,13.75
Joint,0.15,100.0,0.5,0.25,0.6,0.6,1,10,standard,False,1861.1125,0.38354166666666667,14.5
Joint,0.15,100.0,0.5,0.25,1.0,0.3,5,50,standard,False,1876.65,0.41154166666666664,13.75
Joint,0.15,100.0,0.5,0.5,0.3,0.6,1,100,standard,False,1883.075,0.471125,14.5
Joint,0.15,100.0,0.5,0.5,0.3,0.6,10,100,nash,False,1926.3,0.5321805555555555,12.0
Joint,0.15,100.0,0.5,0.5,0.3,0.6,10,100,standard,True,1870.8625,0.47829166666666667,15.0
Joint,0.15,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,1884.9125,0.4438611111111111,13.5
Joint,0.15,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1938.675,0.5547361111111111,11.0
Joint,0.15,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,1838.9625,0.4056388888888889,16.0
Joint,0.15,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,1898.25,0.5648333333333333,12.75
Joint,0.15,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,1922.45,0.5622638888888889,12.0
Joint,0.2,1.0,0.5,0.5,0.6,0.3,1,10,nash,True,1941.0625,0.5154166666666666,14.75
Joint,0.2,1.0,0.5,0.5,0.6,0.6,5,100,standard,True,1922.3125,0.47601388888888885,15.0
Joint,0.2,1.0,0.5,0.75,0.3,0.6,10,10,nash,False,1952.5,0.5246666666666667,14.25
Joint,0.2,1.0,0.5,0.75,0.3,1.0,10,50,nash,True,1921.675,0.5294305555555556,15.75
Joint,0.2,1.0,1.0,0.25,0.6,0.6,5,100,nash,False,1960.875,0.5441388888888888,13.75
Joint,0.2,1.0,1.0,0.25,1.0,1.0,10,50,nash,False,1992.7625,0.6154722222222222,11.25
Joint,0.2,1.0,1.0,0.5,0.3,0.3,1,100,nash,False,1945.125,0.5117499999999999,15.0
Joint,0.2,1.0,1.0,0.5,1.0,0.3,1,50,nash,False,1950.1125,0.5327083333333333,14.75
Joint,0.2,1.0,1.0,0.5,1.0,0.3,5,100,nash,False,1965.9375,0.5430138888888889,14.25
Joint,0.2,1.0,1.0,0.5,1.0,1.0,1,10,standard,True,1917.6875,0.41575,15.0
Joint,0.2,1.0,1.0,0.75,0.3,0.3,10,100,nash,True,1928.55,0.5090277777777777,15.25
Joint,0.2,1.0,1.5,0.25,0.3,1.0,10,50,standard,False,1926.1625,0.4695416666666667,15.5
Joint,0.2,1.0,1.5,0.75,0.3,1.0,1,10,standard,True,1940.25,0.4903888888888889,15.0
Joint,0.2,10.0,0.5,0.25,1.0,0.3,5,50,nash,True,1912.25,0.5150277777777778,15.5
Joint,0.2,10.0,0.5,0.5,0.3,0.3,5,50,standard,False,1941.175,0.49333333333333335,15.0
Joint,0.2,10.0,0.5,0.5,0.6,1.0,5,10,standard,True,1917.5375,0.463125,15.5
Joint,0.2,10.0,0.5,0.75,0.3,0.3,5,50,nash,True,1909.475,0.5094166666666666,14.75
Joint,0.2,10.0,0.5,0.75,0.3,0.6,1,100,nash,False,1947.55,0.5255000000000001,15.0
Joint,0.2,10.0,0.5,0.75,0.6,0.6,10,10,standard,False,1950.2,0.48668055555555556,14.25
Joint,0.2,10.0,0.5,0.75,1.0,0.3,10,50,nash,False,1964.1,0.5490694444444444,14.25
Joint,0.2,10.0,0.5,0.75,1.0,0.3,10,100,nash,True,1918.35,0.5326388888888889,15.75
Joint,0.2,10.0,1.0,0.5,0.6,0.3,5,10,standard,False,1934.4125,0.48454166666666665,15.5
Joint,0.2,10.0,1.0,0.5,0.6,0.6,5,50,nash,True,1916.075,0.5290833333333333,15.75
Joint,0.2,10.0,1.0,0.75,0.3,0.3,5,50,nash,True,1909.475,0.5094166666666666,14.75
Joint,0.2,10.0,1.0,0.75,0.6,1.0,10,10,standard,False,1947.4375,0.4779027777777778,14.0
Joint,0.2,10.0,1.0,0.75,1.0,0.6,5,10,nash,False,1941.325,0.5844027777777778,15.5
Joint,0.2,10.0,1.5,0.75,0.6,0.3,5,50,nash,False,1948.0125,0.5295138888888888,15.0
Joint,0.2,10.0,1.5,0.75,1.0,1.0,10,10,standard,True,1921.425,0.5118194444444444,15.5
Joint,0.2,100.0,0.5,0.25,0.3,0.6,5,10,standard,False,1910.0375,0.451,16.0
Joint,0.2,100.0,0.5,0.25,0.3,1.0,5,100,standard,False,1916.9,0.41965277777777776,15.25
Joint,0.2,100.0,0.5,0.25,0.6,0.6,1,10,standard,False,1917.725,0.39876388888888886,15.0
Joint,0.2,100.0,0.5,0.25,1.0,0.3,5,50,standard,False,1914.0625,0.4221111111111111,15.25
Joint,0.2,100.0,0.5,0.5,0.3,0.6,1,100,standard,False,1927.6125,0.475375,15.5
Joint,0.2,100.0,0.5,0.5,0.3,0.6,10,100,nash,False,1949.4875,0.5275277777777778,15.0
Joint,0.2,100.0,0.5,0.5,0.3,0.6,10,100,standard,True,1916.5375,0.48241666666666666,15.5
Joint,0.2,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,1913.025,0.4504861111111111,16.0
Joint,0.2,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1956.6,0.5452777777777778,14.75
Joint,0.2,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,1910.65,0.42308333333333337,15.5
Joint,0.2,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,1951.1625,0.5564027777777778,14.5
Joint,0.2,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,1948.7875,0.5529861111111111,14.75
Joint,0.25,1.0,0.5,0.5,0.6,0.3,1,10,nash,True,2004.075,0.5112916666666667,15.0
Joint,0.25,1.0,0.5,0.5,0.6,0.6,5,100,standard,True,1978.5625,0.47909722222222223,16.0
Joint,0.25,1.0,0.5,0.75,0.3,0.6,10,10,nash,False,1995.075,0.5202361111111111,15.0
Joint,0.25,1.0,0.5,0.75,0.3,1.0,10,50,nash,True,1992.7,0.5230138888888889,15.5
Joint,0.25,1.0,1.0,0.25,0.6,0.6,5,100,nash,False,2018.4,0.5359305555555556,14.75
Joint,0.25,1.0,1.0,0.25,1.0,1.0,10,50,nash,False,2016.775,0.5874166666666667,14.75
Joint,0.25,1.0,1.0,0.5,0.3,0.3,1,100,nash,False,2000.9,0.5095694444444444,14.75
Joint,0.25,1.0,1.0,0.5,1.0,0.3,1,50,nash,False,1995.5125,0.527625,15.75
Joint,0.25,1.0,1.0,0.5,1.0,0.3,5,100,nash,False,1995.275,0.5326388888888889,15.75
Joint,0.25,1.0,1.0,0.5,1.0,1.0,1,10,standard,True,2019.425,0.43919444444444444,13.75
Joint,0.25,1.0,1.0,0.75,0.3,0.3,10,100,nash,True,1977.8625,0.5073472222222222,16.0
Joint,0.25,1.0,1.5,0.25,0.3,1.0,10,50,standard,False,1971.125,0.46997222222222224,16.0
Joint,0.25,1.0,1.5,0.75,0.3,1.0,1,10,standard,True,1994.0875,0.49593055555555554,14.75
Joint,0.25,10.0,0.5,0.25,1.0,0.3,5,50,nash,True,2002.525,0.5088194444444445,14.75
Joint,0.25,10.0,0.5,0.5,0.3,0.3,5,50,standard,False,1997.9375,0.4925277777777778,14.75
Joint,0.25,10.0,0.5,0.5,0.6,1.0,5,10,standard,True,1983.2375,0.46830555555555553,15.75
Joint,0.25,10.0,0.5,0.75,0.3,0.3,5,50,nash,True,2007.2375000000002,0.5054166666666666,14.75
Joint,0.25,10.0,0.5,0.75,0.3,0.6,1,100,nash,False,1993.6125,0.5211805555555555,16.0
Joint,0.25,10.0,0.5,0.75,0.6,0.6,10,10,standard,False,1991.35,0.4826111111111111,15.25
Joint,0.25,10.0,0.5,0.75,1.0,0.3,10,50,nash,False,2005.0,0.5382638888888889,14.75
Joint,0.25,10.0,0.5,0.75,1.0,0.3,10,100,nash,True,1987.975,0.5242361111111111,15.75
Joint,0.25,10.0,1.0,0.5,0.6,0.3,5,10,standard,False,2000.8875,0.48404166666666665,14.5
Joint,0.25,10.0,1.0,0.5,0.6,0.6,5,50,nash,True,2000.0,0.5202083333333334,14.75
Joint,0.25,10.0,1.0,0.75,0.3,0.3,5,50,nash,True,2007.2375000000002,0.5054166666666666,14.75
Joint,0.25,10.0,1.0,0.75,0.6,1.0,10,10,standard,False,2009.5875,0.47115277777777775,14.25
Joint,0.25,10.0,1.0,0.75,1.0,0.6,5,10,nash,False,2008.7375,0.5687638888888888,14.75
Joint,0.25,10.0,1.5,0.75,0.6,0.3,5,50,nash,False,1993.1375,0.5229444444444444,15.5
Joint,0.25,10.0,1.5,0.75,1.0,1.0,10,10,standard,True,1986.075,0.5140277777777778,15.5
Joint,0.25,100.0,0.5,0.25,0.3,0.6,5,10,standard,False,2000.5625,0.4575,14.25
Joint,0.25,100.0,0.5,0.25,0.3,1.0,5,100,standard,False,1992.5375,0.4310277777777778,15.0
Joint,0.25,100.0,0.5,0.25,0.6,0.6,1,10,standard,False,1998.3625,0.4141666666666667,15.25
Joint,0.25,100.0,0.5,0.25,1.0,0.3,5,50,standard,False,1989.6875,0.4330833333333333,15.25
Joint,0.25,100.0,0.5,0.5,0.3,0.6,1,100,standard,False,1998.225,0.47838888888888886,14.75
Joint,0.25,100.0,0.5,0.5,0.3,0.6,10,100,nash,False,2002.875,0.5221388888888889,14.75
Joint,0.25,100.0,0.5,0.5,0.3,0.6,10,100,standard,True,1976.2625,0.4877916666666667,16.0
Joint,0.25,100.0,1.0,0.25,0.3,0.6,10,100,standard,False,2001.65,0.4572222222222222,14.25
Joint,0.25,100.0,1.0,0.5,1.0,0.3,5,10,nash,False,1995.6125,0.5362083333333333,15.75
Joint,0.25,100.0,1.0,0.5,1.0,1.0,5,10,standard,True,2001.825,0.4415,15.0
Joint,0.25,100.0,1.0,0.75,0.3,1.0,1,10,nash,False,2005.5625,0.5468888888888889,15.0
Joint,0.25,100.0,1.5,0.5,0.6,0.6,10,100,nash,False,2006.0125,0.5430555555555556,15.0
